A;N-Z;N;Z;Element;O;ME [keV];Error ME [keV];BINDING ENERGY/A [keV];Error BINDING ENERGY/A [keV];ATOMIC MASS [µu];Error ATOMIC MASS [µu];Extrapolated?
1;1;1;0;n;    ;8071.31806;0.00044;0.00000;0.00000;1008664.91590;0.00047;False
1;-1;0;1;H;    ;7288.97106;0.00001;0.00000;0.00000;1007825.03190;0.00001;False
2;0;1;1;H;    ;13135.72290;0.00002;1112.28310;0.00020;2014101.77784;0.00002;False
3;1;2;1;H;    ;14949.81090;0.00008;2827.26540;0.00030;3016049.28132;0.00008;False
3;-1;1;2;He;    ;14931.21888;0.00006;2572.68044;0.00015;3016029.32197;0.00006;False
3;-3;0;3;Li; -pp;28667.00000;2000.00000;-2267.00000;667.00000;3030775.00000;2147.00000;True
4;2;3;1;H;  -n;24621.12900;100.00000;1720.44910;25.00000;4026431.86700;107.35400;False
4;0;2;2;He;    ;2424.91587;0.00015;7073.91560;0.00020;4002603.25413;0.00016;False
4;-2;1;3;Li;  -p;25323.19000;212.13200;1153.76030;53.03300;4027185.56100;227.73300;False
5;3;4;1;H; -nn;32892.44700;89.44300;1336.35920;17.88850;5035311.49200;96.02000;False
5;1;3;2;He;  -n;11231.23400;20.00000;5512.13250;4.00000;5012057.22400;21.47000;False
5;-1;2;3;Li;  -p;11678.88700;50.00000;5266.13250;10.00000;5012537.80000;53.67700;False
5;-3;1;4;Be;   x;37139.00000;2003.00000;18.00000;401.00000;5039870.00000;2150.00000;True
6;4;5;1;H; -3n;41875.72500;254.12700;961.63950;42.35450;6044955.43700;272.81600;False
6;2;4;2;He;    ;17592.09500;0.05300;4878.51990;0.00890;6018885.88900;0.05700;False
6;0;3;3;Li;    ;14086.88044;0.00144;5332.33120;0.00030;6015122.88742;0.00155;False
6;-2;2;4;Be;   -;18375.03400;5.44800;4487.24780;0.90800;6019726.40900;5.84800;False
6;-4;1;5;B;   x;47320.00000;2003.00000;-467.00000;334.00000;6050800.00000;2150.00000;True
7;5;6;1;H; -nn;49135.00000;1004.00000;940.00000;143.00000;7052749.00000;1078.00000;True
7;3;5;2;He;  -n;26073.12800;7.55900;4123.05780;1.07990;7027990.65200;8.11500;False
7;1;4;3;Li;    ;14907.10463;0.00419;5606.44010;0.00060;7016003.43426;0.00450;False
7;-1;3;4;Be;    ;15768.99800;0.07100;5371.54870;0.01010;7016928.71400;0.07600;False
7;-3;2;5;B; p4n;27676.55300;25.15000;3558.70550;3.59290;7029712.00000;27.00000;False
8;4;6;2;He;    ;31609.68300;0.08900;3924.52100;0.01110;8033934.38800;0.09500;False
8;2;5;3;Li;    ;20945.80500;0.04700;5159.71240;0.00590;8022486.24400;0.05000;False
8;0;4;4;Be;  -a;4941.67200;0.03500;7062.43560;0.00440;8005305.10200;0.03700;False
8;-2;3;5;B;    ;22921.56900;1.00000;4717.15510;0.12500;8024607.31500;1.07300;False
8;-4;2;6;C;    ;35064.26900;18.24300;3101.52420;2.28040;8037643.03900;19.58400;False
9;5;7;2;He;    ;40935.82600;46.81600;3349.03800;5.20180;9043946.41400;50.25900;False
9;3;6;3;Li; -3n;24954.90500;0.18600;5037.76850;0.02070;9026790.19100;0.20000;False
9;1;5;4;Be;    ;11348.45100;0.07600;6462.66930;0.00850;9012183.06200;0.08200;False
9;-1;4;5;B;   -;12416.48600;0.90300;6257.07130;0.10030;9013329.64500;0.96900;False
9;-3;3;6;C; -pp;28910.97100;2.13700;4337.42330;0.23740;9031037.20200;2.29300;False
10;6;8;2;He; -nn;49197.14700;92.84800;2995.13400;9.28480;10052815.30600;99.67600;False
10;4;7;3;Li;  -n;33052.62800;12.72100;4531.35120;1.27210;10035483.45300;13.65600;False
10;2;6;4;Be;    ;12607.48700;0.08100;6497.63060;0.00810;10013534.69200;0.08600;False
10;0;5;5;B;    ;12050.61100;0.01500;6475.08350;0.00150;10012936.86200;0.01600;False
10;-2;4;6;C;    ;15698.67300;0.07000;6032.04260;0.00700;10016853.21700;0.07500;False
10;-4;3;7;N;  --;38800.02700;400.00000;3643.67240;40.00000;10041653.54000;429.41700;False
11;5;8;3;Li;   x;40728.25900;0.61500;4155.38170;0.05590;11043723.58100;0.66000;False
11;3;7;4;Be;    ;20177.16900;0.23800;5952.54020;0.02160;11021661.08000;0.25500;False
11;1;6;5;B;    ;8667.70800;0.01200;6927.73230;0.00110;11009305.16600;0.01300;False
11;-1;5;6;C;    ;10649.39700;0.06000;6676.45630;0.00540;11011432.59700;0.06400;False
11;-3;4;7;N;  -p;24365.64400;5.00000;5358.40230;0.45460;11026157.59300;5.36800;False
11;-5;3;8;O; -pp;47738.91300;60.03800;3162.43720;5.45800;11051249.82800;64.45300;False
12;6;9;3;Li;  -n;49009.57700;30.00600;3791.59990;2.50050;12052613.94200;32.21300;False
12;4;8;4;Be;    ;25077.76100;1.90900;5720.72230;0.15900;12026922.08200;2.04800;False
12;2;7;5;B;    ;13369.39800;1.32100;6631.22370;0.11010;12014352.63800;1.41800;False
12;0;6;6;C;    ;0.00000;0.00000;7680.14460;0.00020;12000000.00000;0.00000;False
12;-2;5;7;N;    ;17338.06800;1.00000;6170.11000;0.08330;12018613.18000;1.07300;False
12;-4;4;8;O; -pp;32013.33500;12.00000;4881.97550;1.00000;12034367.72600;12.88200;False
13;7;10;3;Li; -nn;56980.89500;70.00300;3507.63070;5.38480;13061171.50300;75.15000;False
13;5;9;4;Be;  -n;33659.08000;10.18000;5241.43590;0.78310;13036134.50600;10.92900;False
13;3;8;5;B; -nn;16561.94800;1.00000;6496.41940;0.07690;13017779.98100;1.07300;False
13;1;7;6;C;    ;3125.00933;0.00023;7469.84950;0.00020;13003354.83534;0.00025;False
13;-1;6;7;N;  -p;5345.48100;0.27000;7238.86340;0.02070;13005738.60900;0.28900;False
13;-3;5;8;O; +3n;23115.43200;9.52600;5811.76360;0.73280;13024815.43500;10.22600;False
13;-5;4;9;F;   x;42030.00000;500.00000;4297.00000;38.00000;13045121.00000;537.00000;True
14;6;10;4;Be;   x;39954.50200;132.24500;4993.89730;9.44610;14042892.92000;141.97000;False
14;4;9;5;B;    ;23663.68600;21.21300;6101.64510;1.51520;14025404.01000;22.77300;False
14;2;8;6;C;    ;3019.89328;0.00375;7520.31980;0.00040;14003241.98862;0.00403;False
14;0;7;7;N;    ;2863.41683;0.00022;7475.61480;0.00020;14003074.00425;0.00024;False
14;-2;6;8;O;    ;8007.78100;0.02500;7052.27830;0.00180;14008596.70600;0.02700;False
14;-4;5;9;F;  -p;31964.40300;41.11900;5285.20910;2.93710;14034315.19600;44.14200;False
15;7;11;4;Be;  -n;49825.82100;165.79700;4540.97080;11.05320;15053490.21500;177.99000;False
15;5;10;5;B;    ;28957.37900;21.02900;5880.04380;1.40190;15031087.02300;22.57500;False
15;3;9;6;C;  -n;9873.14500;0.80000;7100.16960;0.05330;15010599.25600;0.85800;False
15;1;8;7;N;    ;101.43809;0.00058;7699.46030;0.00020;15000108.89827;0.00062;False
15;-1;7;8;O;    ;2855.62200;0.49000;7463.69150;0.03270;15003065.63600;0.52600;False
15;-3;6;9;F;  -p;16566.75200;14.00000;6497.45970;0.93330;15017785.13900;15.02900;False
15;-5;5;10;Ne; -pp;40215.37400;66.68400;4868.72850;4.44560;15043172.97700;71.58800;False
16;8;12;4;Be; -nn;57447.13900;165.79700;4285.28510;10.36230;16061672.03600;177.99000;False
16;6;11;5;B;    ;37111.69900;24.56600;5507.35350;1.53540;16039841.04500;26.37300;False
16;4;10;6;C; -nn;13694.13300;3.57800;6922.05460;0.22360;16014701.25500;3.84000;False
16;2;9;7;N;  -n;5683.90700;2.30100;7373.79710;0.14380;16006101.92500;2.47000;False
16;0;8;8;O;    ;-4737.00217;0.00030;7976.20720;0.00020;15994914.61926;0.00032;False
16;-2;7;9;F;    ;10675.18200;5.36400;6964.04900;0.33530;16011460.27800;5.75800;False
16;-4;6;10;Ne;  --;23986.77500;20.48000;6083.17770;1.28000;16025750.86000;21.98600;False
17;7;12;5;B;   x;43716.32200;204.10400;5269.66770;12.00610;17046931.39900;219.11400;False
17;5;11;6;C;2p-n;21031.88000;17.36500;6558.02620;1.02150;17022578.65000;18.64100;False
17;3;10;7;N;  +p;7870.07900;15.00000;7286.22940;0.88240;17008448.87600;16.10300;False
17;1;9;8;O;    ;-808.76421;0.00064;7750.72910;0.00020;16999131.75595;0.00069;False
17;-1;8;9;F;    ;1951.70100;0.24800;7542.32840;0.01460;17002095.23700;0.26600;False
17;-3;7;10;Ne;    ;16500.45200;0.35400;6640.49910;0.02080;17017713.96200;0.38000;False
17;-5;6;11;Na;   x;34719.58000;59.61600;5522.76530;3.50680;17037273.00000;64.00000;False
18;8;13;5;B;  -n;51792.64000;204.16500;4976.63060;11.34250;18055601.68300;219.18000;False
18;6;12;6;C;  ++;24919.26600;30.00000;6426.13210;1.66670;18026751.93000;32.20600;False
18;4;11;7;N;   +;13113.16700;18.57000;7038.56270;1.03160;18014077.56300;19.93500;False
18;2;10;8;O;    ;-782.81634;0.00064;7767.09810;0.00020;17999159.61214;0.00069;False
18;0;9;9;F;    ;873.11200;0.46300;7631.63830;0.02570;18000937.32400;0.49700;False
18;-2;8;10;Ne;    ;5317.61700;0.36300;7341.25770;0.02020;18005708.69600;0.39000;False
18;-4;7;11;Na;    ;25037.99200;93.88100;6202.21760;5.21560;18026879.38800;100.78500;False
19;9;14;5;B;   x;59770.25100;525.36300;4719.63460;27.65070;19064166.00000;564.00000;False
19;7;13;6;C;  -n;32413.75400;98.38900;6118.27400;5.17840;19034797.59400;105.62500;False
19;5;12;7;N;p-2n;15856.25500;16.40400;6948.54520;0.86340;19017022.38900;17.61000;False
19;3;11;8;O;  -n;3332.85800;2.63700;7566.49520;0.13880;19003577.96900;2.83000;False
19;1;10;9;F;    ;-1487.44512;0.00082;7779.01920;0.00020;18998403.16207;0.00088;False
19;-1;9;10;Ne; +3n;1752.05400;0.16000;7567.34310;0.00840;19001880.90600;0.17100;False
19;-3;8;11;Na;    ;12929.38400;10.53500;6937.88640;0.55450;19013880.26400;11.30900;False
19;-5;7;12;Mg; -pp;31838.39400;60.00100;5901.49920;3.15790;19034179.92000;64.41300;False
20;10;15;5;B;  -n;69401.56900;546.35700;4405.65290;27.31780;20074505.64400;586.53800;False
20;8;14;6;C;   x;37503.56700;230.62500;5961.43560;11.53120;20040261.73200;247.58500;False
20;6;13;7;N;   x;21766.49800;78.89400;6709.17170;3.94470;20023367.29500;84.69600;False
20;4;12;8;O; -nn;3796.17200;0.88500;7568.57070;0.04420;20004075.35700;0.95000;False
20;2;11;9;F;  -n;-17.46300;0.03000;7720.13510;0.00150;19999981.25200;0.03100;False
20;0;10;10;Ne;    ;-7041.93217;0.00154;8032.24120;0.00020;19992440.17525;0.00165;False
20;-2;9;11;Na;    ;6850.48900;1.10900;7298.50280;0.05540;20007354.30100;1.19000;False
20;-4;8;12;Mg;  +t;17477.69400;1.86300;6728.02520;0.09310;20018763.07500;2.00000;False
21;11;16;5;B; -nn;78382.88700;558.66400;4152.52650;26.60310;21084147.48500;599.75000;False
21;9;15;6;C;   x;45643.00000;596.00000;5674.00000;28.00000;21049000.00000;640.00000;True
21;7;14;7;N;   x;25231.91500;134.04800;6609.01590;6.38320;21027087.57300;143.90600;False
21;5;13;8;O; -3n;8062.03400;12.00000;7389.37470;0.57140;21008654.94800;12.88200;False
21;3;12;9;F; -nn;-47.60500;1.80000;7738.29340;0.08570;20999948.89300;1.93200;False
21;1;11;10;Ne;    ;-5731.77600;0.03800;7971.71360;0.00180;20993846.68500;0.04100;False
21;-1;10;11;Na;    ;-2184.85700;0.04200;7765.55810;0.00200;20997654.45900;0.04500;False
21;-3;9;12;Mg;   x;10903.85100;0.75500;7105.03170;0.03590;21011705.76400;0.81000;False
21;-5;8;13;Al;   x;27090.00000;600.00000;6297.00000;29.00000;21029082.00000;644.00000;True
22;10;16;6;C; -nn;53611.20300;231.49000;5421.07780;10.52230;22057553.99000;248.51500;False
22;8;15;7;N;   x;31764.80500;207.77900;6378.53470;9.44450;22034100.91800;223.06000;False
22;6;14;8;O; -4n;9283.03200;56.92100;7364.87220;2.58730;22009965.74400;61.10700;False
22;4;13;9;F;   +;2793.37600;12.39900;7624.29540;0.56360;22002998.81200;13.31000;False
22;2;12;10;Ne;    ;-8024.71600;0.01800;8080.46560;0.00080;21991385.11300;0.01800;False
22;0;11;11;Na;    ;-5181.39100;0.13200;7915.66240;0.00600;21994437.54700;0.14100;False
22;-2;10;12;Mg;    ;-399.98600;0.15900;7662.76450;0.00720;21999570.59700;0.17000;False
22;-4;9;13;Al;   x;18201.00000;401.00000;6782.00000;18.00000;22019540.00000;430.00000;True
22;-6;8;14;Si;   x;33640.00000;500.00000;6044.00000;23.00000;22036114.00000;537.00000;True
23;11;17;6;C;   x;64171.00000;997.00000;5077.00000;43.00000;23068890.00000;1070.00000;True
23;9;16;7;N;   x;36720.42900;420.57000;6236.67210;18.28560;23039421.00000;451.50000;False
23;7;15;8;O;   x;14621.37100;121.71200;7163.48560;5.29180;23015696.68600;130.66300;False
23;5;14;9;F;    ;3285.26300;33.32000;7622.34470;1.44870;23003526.87500;35.77000;False
23;3;13;10;Ne;  -n;-5154.04500;0.10400;7955.25610;0.00450;22994466.90500;0.11200;False
23;1;12;11;Na;    ;-9529.85352;0.00181;8111.49360;0.00020;22989769.28195;0.00194;False
23;-1;11;12;Mg;   -;-5473.67500;0.03200;7901.12290;0.00140;22994123.76800;0.03400;False
23;-3;10;13;Al;  --;6748.07100;0.34500;7335.72750;0.01500;23007244.35100;0.37000;False
23;-5;9;14;Si;   x;23950.00000;500.00000;6554.00000;22.00000;23025711.00000;537.00000;True
24;10;17;7;N;   x;46938.00000;401.00000;5887.00000;17.00000;24050390.00000;430.00000;True
24;8;16;8;O;   x;18500.40400;164.87400;7039.68550;6.86980;24019861.00000;177.00000;False
24;6;15;9;F;   x;7544.51600;97.67000;7463.58310;4.06960;24008099.37000;104.85300;False
24;4;14;10;Ne; -nn;-5951.64200;0.51300;7993.32520;0.02140;23993610.64900;0.55000;False
24;2;13;11;Na;  -n;-8417.90100;0.01700;8063.48820;0.00070;23990963.01200;0.01700;False
24;0;12;12;Mg;    ;-13933.57800;0.01300;8260.71030;0.00060;23985041.68900;0.01300;False
24;-2;11;13;Al;    ;-48.81200;0.22800;7649.58060;0.00950;23999947.59800;0.24400;False
24;-4;10;14;Si;  --;10745.18600;19.47200;7167.23290;0.81130;24011535.43000;20.90400;False
24;-6;9;15;P;   x;34020.00000;500.00000;6165.00000;21.00000;24036522.00000;537.00000;True
25;11;18;7;N;   x;55983.00000;503.00000;5613.00000;20.00000;25060100.00000;540.00000;True
25;9;17;8;O;  -n;27329.03000;165.08400;6727.80580;6.60340;25029338.91900;177.22500;False
25;7;16;9;F;   x;11334.16700;96.44200;7336.30650;3.85770;25012167.72700;103.53500;False
25;5;15;10;Ne;    ;-2035.50300;29.04500;7839.79940;1.16180;24997814.79700;31.18100;False
25;3;14;11;Na; -nn;-9357.81400;1.20000;8101.39790;0.04800;24989953.97400;1.28800;False
25;1;13;12;Mg;    ;-13192.78200;0.04700;8223.50280;0.00190;24985836.96600;0.05000;False
25;-1;12;13;Al;    ;-8915.97400;0.06500;8021.13660;0.00260;24990428.30800;0.06900;False
25;-3;11;14;Si; +3n;3827.32200;10.00000;7480.11090;0.40000;25004108.79800;10.73500;False
25;-5;10;15;P;   x;20190.00000;400.00000;6794.00000;16.00000;25021675.00000;429.00000;True
26;10;18;8;O; -nn;34661.04100;164.95000;6497.47900;6.34420;26037210.15500;177.08100;False
26;8;17;9;F;    ;18674.65500;107.02700;7082.24970;4.11640;26020048.06500;114.89800;False
26;6;16;10;Ne;   x;481.11400;18.42900;7751.91100;0.70880;26000516.49600;19.78400;False
26;4;15;11;Na;   x;-6860.78000;3.50200;8004.20130;0.13470;25992634.64900;3.75900;False
26;2;14;12;Mg;    ;-16214.54400;0.02900;8333.87110;0.00110;25982592.97200;0.03100;False
26;0;13;13;Al;    ;-12210.13900;0.06600;8149.76530;0.00260;25986891.87600;0.07100;False
26;-2;12;14;Si;   -;-7141.00300;0.10800;7924.70830;0.00410;25992333.81800;0.11500;False
26;-4;11;15;P;   x;10973.00000;196.00000;7198.00000;8.00000;26011780.00000;210.00000;True
26;-6;10;16;S;   x;27680.00000;600.00000;6525.00000;23.00000;26029716.00000;644.00000;True
27;11;19;8;O;   x;44670.00000;500.00000;6185.00000;19.00000;27047955.00000;537.00000;True
27;9;18;9;F;    ;25133.47800;120.19800;6879.66620;4.45180;27026981.89700;129.03700;False
27;7;17;10;Ne;   x;7050.91000;90.77000;7520.41510;3.36190;27007569.46200;97.44500;False
27;5;16;11;Na;  ++;-5517.79100;3.72600;7956.94670;0.13800;26994076.40800;4.00000;False
27;3;15;12;Mg;    ;-14586.59400;0.04700;8263.85250;0.00180;26984340.64700;0.05000;False
27;1;14;13;Al;    ;-17196.86400;0.04700;8331.55330;0.00180;26981538.40800;0.05000;False
27;-1;13;14;Si;   -;-12384.50500;0.10700;8124.34200;0.00400;26986704.68700;0.11500;False
27;-3;12;15;P;  -p;-659.03200;9.00100;7661.08940;0.33340;26999292.49900;9.66200;False
27;-5;11;16;S;   -;17491.00000;400.00000;6960.00000;15.00000;27018777.00000;430.00000;True
28;12;20;8;O;   x;52080.00000;699.00000;5988.00000;25.00000;28055910.00000;750.00000;True
28;10;19;9;F;  -n;33403.79600;120.34700;6626.85670;4.29810;28035860.44800;129.19800;False
28;8;18;10;Ne;   x;11299.73800;126.06800;7388.34630;4.50240;28012130.76700;135.33900;False
28;6;17;11;Na;   x;-988.31500;10.24600;7799.26440;0.36590;27998939.00000;11.00000;False
28;4;16;12;Mg;   x;-15019.94600;0.26100;8272.45310;0.00930;27983875.42600;0.28000;False
28;2;15;13;Al;  -n;-16850.71900;0.04900;8309.89690;0.00180;27981910.00900;0.05200;False
28;0;14;14;Si;    ;-21492.79711;0.00051;8447.74450;0.00020;27976926.53442;0.00055;False
28;-2;13;15;P;    ;-7147.85600;1.14700;7907.48420;0.04100;27992326.46000;1.23100;False
28;-4;12;16;S;  --;4073.20300;160.00000;7478.79110;5.71430;28004372.76200;171.76700;False
28;-6;11;17;Cl;  -p;28270.00000;500.00000;6587.00000;18.00000;28030349.00000;537.00000;True
29;11;20;9;F;   x;40150.19000;525.36300;6444.03140;18.11600;29043103.00000;564.00000;False
29;9;19;10;Ne;   x;18399.80300;149.50500;7167.06730;5.15530;29019753.00000;160.50000;False
29;7;18;11;Na;    ;2679.99400;7.33700;7682.15220;0.25300;29002877.09100;7.87600;False
29;5;17;12;Mg;    ;-10612.36000;0.34500;8113.53170;0.01190;28988607.16300;0.36900;False
29;3;16;13;Al;   x;-18207.76200;0.34500;8348.46470;0.01190;28980453.16400;0.37000;False
29;1;15;14;Si;    ;-21895.08154;0.00056;8448.63610;0.00020;28976494.66434;0.00060;False
29;-1;14;15;P;    ;-16952.84900;0.35900;8251.23680;0.01240;28981800.36800;0.38500;False
29;-3;13;16;S;   x;-3094.42300;13.04100;7746.38260;0.44970;28996678.00000;14.00000;False
29;-5;12;17;Cl;  -p;14022.00000;189.00000;7129.00000;7.00000;29015053.00000;203.00000;True
29;-7;11;18;Ar; -pp;37969.00000;439.00000;6276.00000;15.00000;29040761.00000;471.00000;True
30;12;21;9;F;   x;48960.00000;500.00000;6205.00000;17.00000;30052561.00000;537.00000;True
30;10;20;10;Ne;    ;23280.12000;253.25000;7034.53170;8.44170;30024992.23500;271.87500;False
30;8;19;11;Na;    ;8474.67000;4.72700;7501.96850;0.15760;30009097.93100;5.07400;False
30;6;18;12;Mg;    ;-8881.37300;1.29500;8054.42500;0.04320;29990465.45400;1.39000;False
30;4;17;13;Al;    ;-15864.11600;1.93600;8261.10490;0.06450;29982969.17100;2.07700;False
30;2;16;14;Si;  -n;-24432.96200;0.02200;8520.65490;0.00080;29973770.13700;0.02300;False
30;0;15;15;P;   -;-20200.85600;0.06500;8353.50640;0.00220;29978313.49000;0.06900;False
30;-2;14;16;S;   -;-14059.25400;0.20600;8122.70810;0.00690;29984906.77000;0.22100;False
30;-4;13;17;Cl;  -p;4674.54800;23.87600;7472.16980;0.79590;30005018.33300;25.63100;False
30;-6;12;18;Ar; -pp;22071.00000;179.00000;6866.00000;6.00000;30023694.00000;192.00000;True
31;13;22;9;F; -nn;56843.00000;535.00000;6011.00000;17.00000;31061023.00000;574.00000;True
31;11;21;10;Ne;    ;31181.59400;266.19500;6813.09020;8.58690;31033474.81600;285.77200;False
31;9;20;11;Na;   x;12246.03100;13.97200;7398.67780;0.45070;31013146.65400;15.00000;False
31;7;19;12;Mg;   x;-3122.15200;3.07400;7869.18860;0.09920;30996648.23200;3.30000;False
31;5;18;13;Al;   x;-14950.70900;2.23600;8225.51800;0.07210;30983949.75400;2.40000;False
31;3;17;14;Si;  -n;-22949.03700;0.04300;8458.29160;0.00140;30975363.19600;0.04600;False
31;1;16;15;P;    ;-24440.54442;0.00075;8481.16770;0.00020;30973761.99768;0.00080;False
31;-1;15;16;S;    ;-19042.53100;0.22900;8281.80130;0.00740;30979557.00200;0.24600;False
31;-3;14;17;Cl;  --;-7034.55200;3.44700;7869.21010;0.11120;30992448.09700;3.70000;False
31;-5;13;18;Ar;   -;11325.00000;200.00000;7252.00000;6.00000;31012158.00000;215.00000;True
31;-7;12;19;K;   x;34260.00000;300.00000;6487.00000;10.00000;31036780.00000;322.00000;True
32;12;22;10;Ne;   x;36999.00000;503.00000;6671.00000;16.00000;32039720.00000;540.00000;True
32;10;21;11;Na;   x;18640.15200;37.26000;7219.88150;1.16440;32020011.02400;40.00000;False
32;8;20;12;Mg;   x;-828.90100;3.26000;7803.84110;0.10190;31999110.13800;3.50000;False
32;6;19;13;Al;   x;-11099.36800;7.17300;8100.34490;0.22410;31988084.33800;7.70000;False
32;4;18;14;Si;   x;-24077.68900;0.29800;8481.46900;0.00930;31974151.53800;0.32000;False
32;2;17;15;P;  -n;-24304.87600;0.04000;8464.12030;0.00130;31973907.64300;0.04200;False
32;0;16;16;S;    ;-26015.53714;0.00131;8493.13010;0.00020;31972071.17354;0.00141;False
32;-2;15;17;Cl;    ;-13334.70600;0.56200;8072.40580;0.01760;31985684.60500;0.60300;False
32;-4;14;18;Ar;   x;-2200.35200;1.77000;7700.00890;0.05530;31997637.82400;1.90000;False
32;-6;13;19;K;   x;21990.00000;400.00000;6920.00000;12.00000;32023607.00000;429.00000;True
33;13;23;10;Ne;   x;46130.00000;600.00000;6436.00000;18.00000;33049523.00000;644.00000;True
33;11;22;11;Na;   x;23780.11300;449.91200;7089.92620;13.63370;33025529.00000;483.00000;False
33;9;21;12;Mg;    ;4962.87300;2.66300;7636.43820;0.08070;33005327.86200;2.85900;False
33;7;20;13;Al;   x;-8497.38200;6.98600;8020.61720;0.21170;32990877.68500;7.50000;False
33;5;19;14;Si;   x;-20514.32800;0.69900;8361.05960;0.02120;32977976.96400;0.75000;False
33;3;18;15;P;   +;-26337.35000;1.09000;8513.80730;0.03300;32971725.69200;1.17000;False
33;1;17;16;S;    ;-26585.85830;0.00134;8497.63040;0.00020;32971458.90862;0.00144;False
33;-1;16;17;Cl;    ;-21003.34000;0.39100;8304.75570;0.01180;32977451.98800;0.41900;False
33;-3;15;18;Ar;   x;-9384.29500;0.40100;7928.95590;0.01210;32989925.54500;0.43000;False
33;-5;14;19;K;   x;7540.00000;200.00000;7392.00000;6.00000;33008095.00000;215.00000;True
33;-7;13;20;Ca;   x;31030.00000;400.00000;6657.00000;12.00000;33033312.00000;429.00000;True
34;14;24;10;Ne; -nn;52842.00000;513.00000;6287.00000;15.00000;34056728.00000;551.00000;True
34;12;23;11;Na;   x;31680.11400;599.41600;6886.43770;17.62990;34034010.00000;643.50000;False
34;10;22;12;Mg;   x;8323.32400;6.89300;7550.39190;0.20270;34008935.45500;7.40000;False
34;8;21;13;Al;   x;-2997.61900;2.10500;7860.35060;0.06190;33996781.92400;2.25900;False
34;6;20;14;Si;   x;-19991.68400;0.80100;8337.16590;0.02360;33978538.04500;0.86000;False
34;4;19;15;P;   x;-24548.70200;0.81000;8448.18560;0.02380;33973645.88600;0.87000;False
34;2;18;16;S;    ;-29931.68900;0.04500;8583.49860;0.00130;33967867.01100;0.04700;False
34;0;17;17;Cl;    ;-24440.08600;0.04900;8398.97060;0.00140;33973762.49000;0.05200;False
34;-2;16;18;Ar;    ;-18378.29300;0.07800;8197.67240;0.00230;33980270.09200;0.08300;False
34;-4;15;19;K;   x;-1220.00000;196.00000;7670.00000;6.00000;33998690.00000;210.00000;True
34;-6;14;20;Ca;   x;14890.00000;300.00000;7173.00000;9.00000;34015985.00000;322.00000;True
35;13;24;11;Na;  -n;37831.00000;670.00000;6745.00000;19.00000;35040614.00000;720.00000;True
35;11;23;12;Mg;   x;15639.78600;269.66800;7356.23380;7.70480;35016790.00000;289.50000;False
35;9;22;13;Al;   x;-223.73000;7.35900;7787.12430;0.21030;34999759.81600;7.90000;False
35;7;21;14;Si;2p-n;-14391.48000;35.85700;8169.56440;1.02450;34984550.11100;38.49400;False
35;5;20;15;P;  +p;-24857.80900;1.86600;8446.24960;0.05330;34973314.04500;2.00300;False
35;3;19;16;S;    ;-28846.21000;0.04000;8537.85110;0.00120;34969032.32100;0.04300;False
35;1;18;17;Cl;    ;-29013.53200;0.03500;8520.27900;0.00100;34968852.69400;0.03800;False
35;-1;17;18;Ar;   -;-23047.28900;0.68000;8327.46210;0.01940;34975257.71900;0.73000;False
35;-3;16;19;K;  4n;-11172.89300;0.51200;7965.84090;0.01460;34988005.40600;0.55000;False
35;-5;15;20;Ca;   x;5190.00000;200.00000;7476.00000;6.00000;35005572.00000;215.00000;True
35;-7;14;21;Sc;   x;27100.00000;400.00000;6828.00000;11.00000;35029093.00000;429.00000;True
36;14;25;11;Na;  -n;45903.00000;687.00000;6557.00000;19.00000;36049279.00000;737.00000;True
36;12;24;12;Mg;   x;20380.15900;690.23700;7244.42020;19.17330;36021879.00000;741.00000;False
36;10;23;13;Al;   x;5950.38400;149.50500;7623.51540;4.15290;36006388.00000;160.50000;False
36;8;22;14;Si;   x;-12436.12500;71.79700;8112.51990;1.99440;35986649.27100;77.07700;False
36;6;21;15;P;   +;-20251.04500;13.11400;8307.86920;0.36430;35978259.61000;14.07800;False
36;4;20;16;S;    ;-30664.14100;0.18800;8575.39000;0.00520;35967080.69200;0.20100;False
36;2;19;17;Cl;    ;-29522.00800;0.03600;8521.93220;0.00100;35968306.82200;0.03800;False
36;0;18;18;Ar;    ;-30231.54200;0.02700;8519.90960;0.00080;35967545.10600;0.02800;False
36;-2;17;19;K;    ;-17417.18200;0.32500;8142.22330;0.00900;35981301.88700;0.34900;False
36;-4;16;20;Ca;  4n;-6451.16600;40.00000;7815.87990;1.11110;35993074.38800;42.94100;False
36;-6;15;21;Sc;   x;16150.00000;300.00000;7166.00000;8.00000;36017338.00000;322.00000;True
37;15;26;11;Na; -nn;53134.00000;687.00000;6403.00000;19.00000;37057042.00000;737.00000;True
37;13;25;12;Mg;  -n;28211.47800;698.94700;7055.11150;18.89050;37030286.26500;750.35000;False
37;11;24;13;Al;   x;9809.56400;180.24400;7531.31600;4.87150;37010531.00000;193.50000;False
37;9;23;14;Si;   x;-6571.51200;113.80900;7952.90330;3.07590;36992945.19100;122.17900;False
37;7;22;15;P;p-2n;-18996.01200;37.94800;8267.55610;1.02560;36979606.94200;40.73800;False
37;5;21;16;S;  -n;-26896.42600;0.19800;8459.93630;0.00540;36971125.50000;0.21200;False
37;3;20;17;Cl;    ;-31761.55200;0.05200;8570.28160;0.00140;36965902.57300;0.05500;False
37;1;19;18;Ar;   -;-30947.67900;0.20700;8527.14060;0.00560;36966776.30100;0.22100;False
